Email_Client,Product,Price,Pay_Method,Bank,Type_Card,Street,Number,Region
marquezglenn@outlook.com,EEEONE Replacement for MICROMEGA CD-10 CD-20 CD-30 CD10 CD20 CD30 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,63.37,Flow,Banco Crédito e Inversiones (BCI),Tenpo,PEDRO AGUIRRE CERDA,7458,Región Metropolitana de Santiago
jlindsey@outlook.cl,EEEONE For SONY CDP-213 CDP213 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SONY CDP-213),51.13,WebPay,Banco Consorcio,American Express,FRESIA,6495,Región de Los Lagos
pateldanny@hotmail.com,"DOSS SoundBox Pro Wireless Bluetooth Speaker, 20W Speaker with 360° Sound, Enhanced Bass, Stereo Pairing, Multiple LED Light, Long-Lasting Battery Life for Phone, Tablet, TV, Gift Ideas-Grey",38.49,Mach,Banco Santander Chile,MasterCard Débito,ESPAÑA,5204,Región de Antofagasta
hhull@gmail.cl,"PYLE-HOME PCB3BK Bookshelf Speakers, 7.62 cm",52.02,Tenpo,Banco Falabella,Diners Club,PEDRO GAMBONI,1437,Región del Maule
dianamcclure@msn.com,UKCOCO 2pcs Tape Recorder Cassette Recorder Cassette Tape Belt Walkman Belt Cassette Player Drive Belts Black CD Drive Belt Dvd Drive Belt Audio Tape Record Player Turntable Multifunction,753.98,MercadoPago,Banco de Chile,Magna,SANTA RITA,892,Región de Arica y Parinacota
amberhooper@hotmail.cl,"CD Player Optical Pickup Gear Replacement, Professional Grade with Original Adaptability, for CDM9 CD",26.44,PagoFacil,Banco Estado (Banco del Estado de Chile),Maestro,REUMEN,4989,Región del Biobío
kevin18@outlook.cl,UKCOCO External Optical Drive USB 2.0 Type Drive Burner inhalation slot External Optical Drive DVD Drive Burner,7.95,Paypal,Banco Itaú-Corpbanca,Mach,CALBUCO,7446,Región del Libertador General Bernardo O'Higgins
kelseyjacobs@gmail.cl,EEEONE New Optical Pick up Laufwerk For Denon DCD-700AE DCD-201SA DCD-F101 S-81 inkl Laser und Motoren,20.12,OnePay,Banco Ripley,Visa,CASTRO,6827,Región de Aysén del General Carlos Ibáñez del Campo
patrickchristina@gmail.com,"vmai Mini Soundbar, Soundbar for TV, Computer Soundbar with Bluetooth 5.0, Wired & Wireless PC Speaker, Home Audio System for Home Theater/Gaming/Projectors, HDMI/AUX/OPT Connectivity",63.38,Fintoc,Banco Internacional,Visa Débito,ELOISA VIUDA DE ZURITA,0232,Región de Valparaíso
suttonalexandria@gmail.cl,V5.20 Heat Dissipation Optical Drive Simulation Board Replacement Optical Drive Simulation Board for DC Console VA1 (Transparent Red),9.99,Flow,Banco BICE,MasterCard,MAR DEL PLATA,6684,Región de Ñuble
christopher30@gmail.cl,"Echo Show 8 | 2nd generation (2021 release), Glacier White + Echo Dot (5th generation, 2022 release), Deep Sea Blue",51.48,WebPay,Scotiabank Chile,Redcompra,ARMANDO CARRERA,1658,Región de Atacama
joseph06@gmail.cl,Keneddng For ROTEL RCD-950 RCD950 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up (Color : ROTEL RCD-950),31.24,Mach,Banco Security,Tenpo,CARDENAL CARLOS OVIEDO CAVADA,6325,Región de Tarapacá
latashasmith@hotmail.cl,EEEONE For SONY CDP-XA30ES CDPXA30ES dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick opticals (Color : SONY CDP-XA30ES),47.65,Tenpo,Banco Crédito e Inversiones (BCI),American Express,BANDERA,6277,Región de Coquimbo
smithtodd@icloud.com,"CD Player Laser Lens Superior Performance, High Accuracy, Easy to Install and Operate, Reliable Repair Parts, Professional Replacement for CD Player Accessories",341.12,MercadoPago,Banco Consorcio,MasterCard Débito,SARGENTO CANDELARIA PEREZ,977,Región de La Araucanía
vincentparker@outlook.com,"Main and Guide Meter, Easy to Install, High Accuracy, Wear-resistant Cassette Meter Set, Magnetic with 3-piece Control Bar for Reel-to-reel Tape",59.98,PagoFacil,Banco Santander Chile,Diners Club,GENERAL OSCAR BONILLA BRADANOVIC,827,Región de Los Ríos
julia07@outlook.cl,"Yamaha YAS-109 Soundbar without Subwoofer- TV Speaker with Integrated Alexa Voice Control and 3D Surround Sound, in Black",11.16,Paypal,Banco Falabella,Magna,GENERAL OSCAR BONILLA BRADANOVIC,7406,Región de Magallanes y de la Antártica Chilena
allenkelly@yahoo.cl,EEEONE Replacement Laser Len For Pions XC-L5 Optical Pickup XCL5 Laser Bloc XC L5 Optical Head,1099.0,OnePay,Banco de Chile,Maestro,DOMINGO SANTA MARIA,6694,Región Metropolitana de Santiago
elizabeth33@hotmail.cl,EEEONE For SANSUI CD-X217 CDX217 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SANSUI),49.56,Fintoc,Banco Estado (Banco del Estado de Chile),Mach,SAN PABLO,0137,Región de Los Lagos
kmurray@hotmail.cl,Hard EVA Travel Case for ViewSonic M1 WVGA Ultra-Portable Projector with Dual Harman Kardon Speakers by Hermitshell,15.13,Flow,Banco Itaú-Corpbanca,Visa,JOSE FRANCISCO BLUMELL,6763,Región de Antofagasta
tylerkara@icloud.com,"Tribit Bluetooth Shower Speaker IPX7 Waterproof Wireless Speaker, 18H Playtime, Built-in Mic, Mini Speaker with Light, Stereo Pair, App Control, Portable Speaker for Outdoor and Home AquaEase",48.46,WebPay,Banco Ripley,Visa Débito,CRISPIN REYES,492,Región del Maule
tammytaylor@live.com,EEEONE EGMVED0378V VED0378 VED-0378 VMK0433-1 VMK0430 DVD Laser Lens Lasereinheit Optical Pick-ups Bloc Optique opticals,299.99,Mach,Banco Internacional,MasterCard,BANDERA,575,Región de Arica y Parinacota
cameron07@live.com,ERINGOGO Screen Repair 10 Pcs Bearing Wheel Cassette Tape Recorder Guide Pulley Pinch Roller Cassette Deck Pinch Roller Black Component Plastic Stereo Screen Door Repair Kit,47.97,Tenpo,Banco BICE,Redcompra,PEÑAFLOR,6854,Región del Biobío
christopher60@live.com,Original Replacement For KENWOOD CD-204 CD Player Spare Parts Laser Lasereinheit ASSY Unit CD204 Optical Pickup Bloc Optique,73.35,MercadoPago,Scotiabank Chile,Tenpo,MONJITAS,586,Región del Libertador General Bernardo O'Higgins
jlittle@hotmail.cl,EEEONE For PHILIPS CD910 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : CD9100),10.53,PagoFacil,Banco Security,American Express,BIO BIO,5357,Región de Aysén del General Carlos Ibáñez del Campo
allenjocelyn@hotmail.com,EEEONE Original Replacement For DENON DCD-SA100 Player Laser Lens Assembly DCDSA100 Optical Pick-up Bloc Optique Unit opticals,13.09,Paypal,Banco Crédito e Inversiones (BCI),MasterCard Débito,MANUEL THOMPSON,851,Región de Valparaíso
uedwards@yahoo.com,"sourcing map 2pcs Cassette Tape Machine Belts 1.4mm Square 90mm Length(Folded 45mm) Rubber for Cassette Recorder Repair, Black",53.03,OnePay,Banco Consorcio,Diners Club,CAMARONES,0127,Región de Ñuble
sarah01@live.com,EEEONE Replacement Laser Lens for YAMAHA CDX-510 CDX-520 CDX-600 CDX-820 Radio Player Laser Lens Optical Pick-ups Bloc Optique opticals,32.16,Fintoc,Banco Santander Chile,Magna,GRAN AVENIDA,02975,Región de Atacama
angelastark@msn.com,EEEONE New and original KSS-212B KSS-212A KSS-210B KSS-210A With mechanism KSM-2101BDM for CD VCD player opticals,9.52,Flow,Banco Falabella,Maestro,POZO ALMONTE,5791,Región de Tarapacá
amandabentley@hotmail.com,"Echo Studio | Our best-sounding Wi-Fi and Bluetooth smart speaker ever | Dolby Atmos, spatial audio, smart home hub and Alexa | Glacier White",49.56,WebPay,Banco de Chile,Mach,SAN DIEGO,6210,Región de Coquimbo
egill@icloud.com,EEEONE Replacement for PRIMARE D-20 D20 CD DVD Player Radio Laser Lens Lasereinheit Optical Pick-ups Bloc Optique opticals,21.79,Mach,Banco Estado (Banco del Estado de Chile),Visa,ABATE MOLINA,1487,Región de La Araucanía
diamondgeorge@yahoo.com,Sena 50S Universal Clamp kit with SOUND BY Harman Kardon Speakers and Mic (50S-A0202),1.7,Tenpo,Banco Itaú-Corpbanca,Visa Débito,PUERTO NATALES,812,Región de Los Ríos
zstrickland@icloud.com,EEEONE Replacement For Alpine CDE-7855RB CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit CDE-7855RB Optical Pickup Bloc Optique opticals,50.1,MercadoPago,Banco Ripley,MasterCard,ANGAMOS,5380,Región de Magallanes y de la Antártica Chilena
jessebrown@gmail.cl,EEEONE For THULE SPIRIT dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,51.48,PagoFacil,Banco Internacional,Redcompra,PANTALEON CORTES,1248,Región Metropolitana de Santiago
christopher02@msn.com,EEEONE Replacement for MARANTZ PMD320 PMD-320 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,232.24,Paypal,Banco BICE,Tenpo,TRAIGUEN,0202,Región de Los Lagos
gcarter@outlook.com,EEEONE Replacement for CDR-205 Recorder Player Optical Pick-ups Bloc Optique Laser Lens opticals,84.99,OnePay,Scotiabank Chile,American Express,REUMEN,5240,Región de Antofagasta
kimberly13@gmail.cl,143 Rechargeable Wireless Sunglasses Durable Sunglasses with Intimate Voice Tips Stereo Sound Playing Sunglasses Music Call Earphones Sunglasses Supplies,59.95,Fintoc,Banco Security,MasterCard Débito,IGNACIO DOMEYKO,735,Región del Maule
anthonyholt@hotmail.com,EEEONE For PIONEER PD-X520 PDX520 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,133.9,Flow,Banco Crédito e Inversiones (BCI),Diners Club,RANCAGUA,591,Región de Arica y Parinacota
griffinlisa@yahoo.com,Sennheiser AMBEO Soundbar Plus for TV and Music - UK Plug - with Immersive 3D Surround Sound AMBEO Sub for TV and Music - UK Plug - Immersive 3D Surround Sound,89.77,WebPay,Banco Consorcio,Magna,FRESIA,1623,Región del Biobío
aallison@hotmail.cl,EEEONE Original ONP8053-A ONP8052-A ONP8052 ONP8053 ONP-8052 ONP-8053 cd vcd dvd laser lens opticals,49.63,Mach,Banco Santander Chile,Maestro,PANTALEON CORTES,1327,Región del Libertador General Bernardo O'Higgins
patriciahernandez@yahoo.com,JL AUDIO C2-650X 6.5 16.5cm 2-Way Coaxial Speaker System,8.59,Tenpo,Banco Falabella,Mach,ABATE MOLINA,5101,Región de Aysén del General Carlos Ibáñez del Campo
cody16@icloud.com,Yamaha WXC-50 – Alexa compatible wireless streaming pre-amplifier with Wi-Fi and Bluetooth – Black,8.69,MercadoPago,Banco de Chile,Visa,EL ROBLE,0,Región de Valparaíso
tracy11@yahoo.cl,EEEONE Replacement For ACCUPHASE DP-77 DP-78 DP-85 DP-600 DP-700 DP-800 DP-900 SACD Player Laser Lens Head Optical Pick-ups Bloc opticals,310.23,PagoFacil,Banco Estado (Banco del Estado de Chile),Visa Débito,TRAVESIA DEL MAR,6695,Región de Ñuble
dennisberry@gmail.cl,EEEONE Replacement for DP-1001 DP1001 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,39.98,Paypal,Banco Itaú-Corpbanca,MasterCard,CARDENAL CARLOS OVIEDO CAVADA,7510,Región de Atacama
toddanderson@outlook.cl,EEEONE Replacement for Philips AZ-1018 AZ1018 AZ 1018 Radio CD Player Laser Head Optical Pick-ups Repair Parts opticals,133.52,OnePay,Banco Ripley,Redcompra,ELOISA VIUDA DE ZURITA,3693,Región de Tarapacá
danny66@yahoo.cl,COHEALI Turntable Belt 50Pcs Cassette Player Belt Replacement Recorder Cassette Tapes Belt Driven Turntables Belts Maintenance,51.13,Fintoc,Banco Internacional,Tenpo,CELIA CASTRO,7490,Región de Coquimbo
jonesjeremy@msn.com,EEEONE PEA1335 CD Laser Lens 1039 For PD-F1007 CD Changer PD-F07 1006 1009 1039 958 Pea 1335 Optical laser lens opticals,19.1,Flow,Banco BICE,American Express,ISABEL RIQUELME,6350,Región de La Araucanía
morrismichael@gmail.cl,EEEONE For DUAL CD 1045 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,21.64,WebPay,Scotiabank Chile,MasterCard Débito,EL ROBLE,875,Región de Los Ríos
simpsoncrystal@yahoo.cl,4PCS RC300 6000RPM DC 1.5-9V -Motor for CD DVD Player,41.82,Mach,Banco Security,Diners Club,POZO ALMONTE,7308,Región de Magallanes y de la Antártica Chilena
warrendebra@hotmail.cl,EEEONE For DBX DX900 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,48.46,Tenpo,Banco Crédito e Inversiones (BCI),Magna,PUERTO MONTT,6145,Región Metropolitana de Santiago
robertjohnson@yahoo.cl,EEEONE Replacement for PHI SACD1000 SACD 1000 SACD-1000 Radio DVD SACD Player Laser Lens Optical Pick-ups Bloc Optique opticals,12.02,MercadoPago,Banco Consorcio,Maestro,AURORA BOREAL,6704,Región de Los Lagos
erik11@icloud.com,EEEONE SF-BD412 412OJ 412OK 412OL 412OMJ SF BD412 Blu-ray Laser Lens Lasereinheit Optical Pick-ups,17.99,PagoFacil,Banco Santander Chile,Mach,GENERAL OSCAR BONILLA BRADANOVIC,6175,Región de Antofagasta
adam40@outlook.com,Optical Pickup Lens Head High Speed for Discman D 555 D Z555 D 88 D EZ555 Read ZDK,43.08,Paypal,Banco Falabella,Visa,BIO BIO,6047,Región del Maule
makayla34@gmail.cl,EEEONE Original Optical Laser Unit Replacement for MUSICAL FIDELITY KW SACD Player,57.1,OnePay,Banco de Chile,Visa Débito,IQUIQUE,6620,Región de Arica y Parinacota
lbrooks@gmail.cl,Frobea 2X Universal Cassette Bluetooth 5.0 Audio Car Tape Aux Stereo Adapter with Mic for Phone MP3 AUX Cable CD Player,13.21,Fintoc,Banco Estado (Banco del Estado de Chile),MasterCard,ANTONIO JOSE DE SUCRE,5744,Región del Biobío
melanie27@yahoo.cl,EEEONE For GRUNDIG CD 1000 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,14.99,Flow,Banco Itaú-Corpbanca,Redcompra,GRAN AVENIDA,1088,Región del Libertador General Bernardo O'Higgins
joshua83@outlook.cl,"Wharfedale Diamond 12.0 Pair of Passive Shelf Speakers, Walnut",6.8,WebPay,Banco Ripley,Tenpo,GRAN AVENIDA,48,Región de Aysén del General Carlos Ibáñez del Campo
lwalker@gmail.com,EEEONE Replacement for SANYO PH-D920 PHD920 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,63.9,Mach,Banco Internacional,American Express,PEDRO GAMBONI,0591,Región de Valparaíso
wolfyolanda@gmail.com,Sony XS-FB1730 17 cm 6.7-Inch 3-way Co-Axial Speaker System,50.37,Tenpo,Banco BICE,MasterCard Débito,LIENTUR,5904,Región de Ñuble
karenmartinez@hotmail.com,"Q ACOUSTICS 3050i Floor Standing Speakers Pair English Walnut - 2-way Reflex Enclosure, Bass Driver: 2 x 165 mm (6.5 in), Tweeter: 22 mm (0.9 in) - Tall Stereo/Surround Sound",7.18,MercadoPago,Scotiabank Chile,Diners Club,AURORA BOREAL,5906,Región de Atacama
yoderdaniel@outlook.com,"ULTIMEA 16-inch Compact Soundbar, 50W Mini Sound Bar for TV, PC Soundbar with Built-in DSP, 3 EQ Modes, 105dB, Wireless Bluetooth 5.0, Remote Control, Optical, RCA Cable Included",9.64,PagoFacil,Banco Security,Magna,PRESIDENTE SALVADOR ALLENDE GOSSENS,5255,Región de Tarapacá
yesenia27@icloud.com,KSM-213QCS KSM213QCS Lens Optical Pickup 16 Pin 1 Channel 650nm Wavelength Lens Optical Pickup Replace for DVD CD System Accessory,561.59,Paypal,Banco Crédito e Inversiones (BCI),Maestro,EL ROBLE,7488,Región de Coquimbo
klambert@outlook.com,"Tonysa Mini Portable Travel 3.5mm Loud Speaker with Built-in Battery for MP3, MP4, MP5, Mobile Phones, Computers and Other Devices with a 3.5mm Audio Jack(Black)",90.49,OnePay,Banco Consorcio,Mach,TENGLO,6269,Región de La Araucanía
holmestyler@live.com,EEEONE For SHANLING CD-T80 CDT80 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SHANLING),12.61,Fintoc,Banco Santander Chile,Visa,PEDRO ANTONIO GONZALEZ,01476,Región de Los Ríos
bsmith@icloud.com,EEEONE SOH-AD5 Optical Pick up SOHAD5 Laser Len SOH AD5 Optical Bloc opticals,50.44,Flow,Banco Falabella,Visa Débito,GENERAL OSCAR BONILLA BRADANOVIC,6272,Región de Magallanes y de la Antártica Chilena
thomas78@gmail.com,Keneddng New Driver For Marantz CD5005 CD6005 CD6006 CD Loader Optical Pickup Laser Len Deck,48.53,WebPay,Banco de Chile,MasterCard,CHACABUCO,5535,Región Metropolitana de Santiago
michaelosborn@live.com,VAM1202 VAM1201 CDM1202 CDM1201 CDM12.1 CDM12.2 VAM1201L3 Player Optical Pick-ups Bloc Optique Lens with Mechanism Optical Pickup Lens,78.47,Mach,Banco Estado (Banco del Estado de Chile),Redcompra,LAS DELICIAS,626,Región de Los Lagos
tarawilliams@yahoo.cl,Sony SA-RS3S Twin Wireless Rear Speakers,49.63,Tenpo,Banco Itaú-Corpbanca,Tenpo,CENTENARIO,449,Región de Antofagasta
robertbryant@hotmail.cl,"Speaker charger 17V 1A for Bose SoundLink I, II, III/1, 2, 3 Wireless Bluetooth Power,(Does Not Fit Soundlink Mini, Soundlink and Bose SoundDock)",139.01,MercadoPago,Banco Ripley,American Express,TRAVESIA DE LA PLAZA,6128,Región del Maule
chernandez@yahoo.cl,EEEONE Original Optical Pickup Unit for MARANTZ CD-63 CD-63SE CD-67 CD-67SE opticals,606.68,PagoFacil,Banco Internacional,MasterCard Débito,ESCONDIDA,6815,Región de Arica y Parinacota
autumn93@hotmail.cl,HTAWI 10Pcs Integrated Circuit CD4069 CD4071 CD4081 CD4093 CD4511 DIP Package Electronic Component Chip (Color : CD4071 DIP14),99.0,Paypal,Banco BICE,Diners Club,TEATINOS,6910,Región del Biobío
allencynthia@yahoo.cl,Keneddng For SONY CDP-XB630 CDPXB630 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up (Color : SONY CDP-XB630),5.11,OnePay,Scotiabank Chile,Magna,ESPAÑA,02514,Región del Libertador General Bernardo O'Higgins
caseymartin@outlook.cl,Keneddng For LUXMAN DZ-92 DZ92 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up,129.0,Fintoc,Banco Security,Maestro,RODRIGO DE TRIANA,5344,Región de Aysén del General Carlos Ibáñez del Campo
schwartzbarbara@msn.com,QTX | Amplified Stereo Speakers With Deep Bass Response | White | 80W Max,61.06,Flow,Banco Crédito e Inversiones (BCI),Mach,TRAVESIA DEL MAR,02348,Región de Valparaíso
emay@msn.com,EEEONE Replacement for MBL 1531 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,12.49,WebPay,Banco Consorcio,Visa,CALICHE,6981,Región de Ñuble
vramos@live.com,EEEONE For TEAC PD-H500C PDH500C dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,49.56,Mach,Banco Santander Chile,Visa Débito,CARDENAL CARLOS OVIEDO CAVADA,6887,Región de Atacama
christinathomas@outlook.com,EEEONE Replacement for YAMAHA CD-33 CD33 CD 33 Radio CD Player Laser Head Optical Pick-ups Repair Parts opticals,50.46,Tenpo,Banco Falabella,MasterCard,SANTA LUCIA,7127,Región de Tarapacá
sarahhartman@icloud.com,"Optical Lens, Easy Install VAM 1202 CD Lens Single Head For VAM1201 To CDM12.1",99.79,MercadoPago,Banco de Chile,Redcompra,CRUZ DEL SUR,5430,Región de Coquimbo
kking@gmail.cl,"OLLIRG Portable DVD player 10.1 Inch Car Headrest Monitor HD 1080P Video Touch Screen WIFI/Bluetooth/USB/SD//FM MP5 Video Player for Car (Color : 1 Pcs Monitor, Size : 1)",95.7,PagoFacil,Banco Estado (Banco del Estado de Chile),Tenpo,LA REINA,709,Región de La Araucanía
grose@gmail.com,"Samsung S61B All In One Soundbar Speaker (2022) - 5.0ch All In One Soundbar With 7 Speakers, 3D Surround Sound, Adaptive Sound, Wireless Bluetooth Connection And Virtual DTS:X And Music Mode (Renewed)",53.81,Paypal,Banco Itaú-Corpbanca,American Express,JULIO MONTT SALAMANCA,680,Región de Los Ríos
xbarnett@icloud.com,EEEONE For SONY CDP-390 CDP390 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,8.32,OnePay,Banco Ripley,MasterCard Débito,ANTONIO RENDIC,2568,Región de Magallanes y de la Antártica Chilena
kaylarodriguez@hotmail.cl,EEEONE Replacement for YAMAHA CDX-410 CDX410 CDX 410 Radio CD Player Laser Head Optical Pick-ups Repair Parts opticals,13.07,Fintoc,Banco Internacional,Diners Club,CARDENAL CARLOS OVIEDO CAVADA,6349,Región Metropolitana de Santiago
amandabentley@hotmail.com,"JBL Xtreme 3 - Wireless, Portable Waterproof Speaker with Bluetooth with Charging Cable, in Blue",51.13,Flow,Banco BICE,Magna,TENIENTE IGNACIO SERRANO,01491,Región de Los Lagos
warrenrobert@live.com,EEEONE For SUGDEN CD21SE dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SUGDEN),8.91,WebPay,Scotiabank Chile,Maestro,AYSEN,848,Región de Antofagasta
